           1     1.46422     1.46422           0
           2     1.46417     1.46419  2.0119e-05
           3      1.4641     1.46416 2.81644e-05
           4     1.46408     1.46414 2.86079e-05
           5     1.46412     1.46414 2.33308e-05
           6      1.4642     1.46415 2.18037e-05
           7     1.46418     1.46415 1.93219e-05
           8     1.46413     1.46415 1.70946e-05
           9     1.46412     1.46415 1.54897e-05
          10     1.46414     1.46415 1.39514e-05
          11     1.46408     1.46414 1.39767e-05
          12     1.46394     1.46412  2.0193e-05
          13     1.46419     1.46413 1.92716e-05
          14     1.46403     1.46412 1.92677e-05
          15     1.46422     1.46413 1.89956e-05
          16     1.46401     1.46412 1.92502e-05
          17     1.46387     1.46411 2.29554e-05
          18     1.46392      1.4641 2.38908e-05
          19     1.46419      1.4641 2.31791e-05
          20     1.46412      1.4641 2.20471e-05
