           1     1.24132     1.24132           0
           2     1.25592     1.24862  0.00516064
           3     1.24851     1.24858  0.00344057
           4     1.25976     1.25138  0.00353703
           5     1.25294     1.25169  0.00284346
           6     1.23555       1.249   0.0034127
           7     1.23163     1.24652   0.0037195
           8     1.25699     1.24783  0.00347717
           9     1.25223     1.24832   0.0031251
          10     1.24807     1.24829  0.00281269
          11     1.23609     1.24718  0.00276714
          12     1.27627     1.24961   0.0034381
          13     1.23527      1.2485  0.00334584
          14     1.22594     1.24689   0.0034734
          15     1.25845     1.24766  0.00332619
          16     1.26746      1.2489  0.00334057
          17     1.28044     1.25076  0.00362279
          18     1.28282     1.25254  0.00383446
          19     1.25564      1.2527  0.00363613
          20     1.24263      1.2522  0.00348902
