           1    0.257909    0.257909           0
           2    0.258405    0.258157 0.000175197
           3    0.258057    0.258124 0.000119959
           4    0.257738    0.258027  0.00012269
           5    0.258147    0.258051  0.00010048
           6    0.257911    0.258028 8.64195e-05
           7    0.258422    0.258084 9.05915e-05
           8    0.258084    0.258084 7.92676e-05
           9    0.258623    0.258144 9.02667e-05
          10     0.25806    0.258136 8.16274e-05
          11    0.258037    0.258127 7.46979e-05
          12    0.258277    0.258139 6.95119e-05
          13    0.258289    0.258151 6.51181e-05
          14    0.257385    0.258096 8.02181e-05
          15     0.25784    0.258079 7.66633e-05
          16    0.257979    0.258073 7.21237e-05
          17    0.258166    0.258078 6.80888e-05
          18    0.257832    0.258065 6.56659e-05
          19    0.257772    0.258049 6.39936e-05
          20    0.257829    0.258038 6.17321e-05
