           1    0.568053    0.568053           0
           2    0.531587     0.54982   0.0128925
           3    0.550539     0.55006  0.00859723
           4    0.544774    0.548738  0.00654871
           5    0.532038    0.545398  0.00603084
           6    0.529431    0.542737  0.00558205
           7    0.586787     0.54903  0.00753893
           8    0.529512     0.54659  0.00698019
           9    0.580657    0.550375  0.00715771
          10    0.529406    0.548278   0.0067421
          11     0.54675    0.548139  0.00613061
          12    0.545013    0.547879  0.00562526
          13    0.539948    0.547269  0.00522552
          14    0.534974    0.546391  0.00492551
          15    0.530955    0.545362  0.00470341
          16    0.573411    0.547115  0.00472488
          17    0.541824    0.546804  0.00445719
          18    0.534707    0.546132  0.00425993
          19    0.541838    0.545906  0.00404171
          20    0.561013    0.546661  0.00390957
