           1    -5.52359    -5.52359           0
           2    -5.52305    -5.52332  0.00019321
           3    -5.52276    -5.52313 0.000199289
           4    -5.52328    -5.52317 0.000152819
           5    -5.52354    -5.52324 0.000139258
