           1   -0.318207   -0.318207           0
           2   -0.310299   -0.314253  0.00279595
           3   -0.319117   -0.315875  0.00228625
           4   -0.308365   -0.313997  0.00236302
           5   -0.320342   -0.315266  0.00220493
           6   -0.313608    -0.31499  0.00185468
           7   -0.319912   -0.315693  0.00171784
           8   -0.312319   -0.315271    0.001554
           9   -0.313885   -0.315117  0.00138895
          10   -0.311697   -0.314775  0.00129149
          11   -0.312504   -0.314569  0.00119046
          12   -0.309945   -0.314183  0.00115192
          13   -0.311438   -0.313972   0.0010825
          14   -0.316729   -0.314169  0.00102292
          15   -0.312621   -0.314066 0.000959921
          16   -0.316153   -0.314196 0.000908746
          17   -0.320702   -0.314579 0.000932388
          18   -0.303565   -0.313967  0.00106256
          19   -0.315163    -0.31403  0.00100849
          20   -0.312637    -0.31396 0.000960472
