           1    -3.13402    -3.13402           0
           2    -3.13231    -3.13316 0.000603522
           3    -3.13073    -3.13235 0.000775913
           4    -3.13007    -3.13178 0.000762926
           5    -3.13262    -3.13195 0.000628574
