           1    0.253142    0.253142           0
           2    0.253043    0.253092 3.50401e-05
           3    0.253181    0.253122 3.35561e-05
           4    0.253127    0.253123 2.51934e-05
           5    0.253096    0.253118 2.07258e-05
           6    0.253152    0.253123 1.80362e-05
           7    0.253114    0.253122 1.55114e-05
           8    0.253153    0.253126 1.40418e-05
           9    0.253108    0.253124 1.26143e-05
          10    0.253031    0.253115 1.43953e-05
          11    0.253084    0.253112 1.33608e-05
          12    0.252993    0.253102 1.54766e-05
          13    0.253125    0.253104 1.43859e-05
          14    0.252988    0.253095 1.55683e-05
          15    0.253166      0.2531 1.52272e-05
          16    0.253062    0.253098 1.44618e-05
          17    0.253122    0.253099  1.3679e-05
          18    0.253068    0.253097 1.30278e-05
          19    0.253053    0.253095 1.25468e-05
          20    0.253204    0.253101 1.30571e-05
