           1   -0.286993   -0.286993           0
           2   -0.291049   -0.289021  0.00143389
           3   -0.300183   -0.292742  0.00318476
           4   -0.294383   -0.293152  0.00241487
           5   -0.288727   -0.292267  0.00208777
           6   -0.295522   -0.292809  0.00180893
           7   -0.286329   -0.291884  0.00177162
           8   -0.299655   -0.292855  0.00179686
           9   -0.288922   -0.292418  0.00164949
          10   -0.288969   -0.292073  0.00152018
          11    -0.28791   -0.291695  0.00142832
          12   -0.290779   -0.291618  0.00131133
          13    -0.29233   -0.291673   0.0012116
          14   -0.281314   -0.290933  0.00133197
          15   -0.297478    -0.29137  0.00131269
          16   -0.289726   -0.291267  0.00123466
          17   -0.286134   -0.290965  0.00119839
          18   -0.288848   -0.290847  0.00113757
          19   -0.294837   -0.291057  0.00109691
          20    -0.29972    -0.29149  0.00112433
