           1   -0.236385   -0.236385           0
           2   -0.327674   -0.282029   0.0322758
           3   -0.340654   -0.301571   0.0267875
           4   -0.358922   -0.315909   0.0236181
           5   -0.415285   -0.335784   0.0259426
           6     -0.3874   -0.344387    0.023001
           7   -0.415966   -0.354612   0.0218704
           8   -0.381876    -0.35802   0.0194003
           9   -0.383167   -0.360814   0.0174447
          10   -0.414201   -0.366153    0.016497
          11   -0.378665   -0.367291   0.0150364
          12     -0.3924   -0.369383   0.0139282
          13   -0.410661   -0.372558   0.0132138
          14   -0.355656   -0.371351    0.012325
          15    -0.36289   -0.370787   0.0115162
          16   -0.367546   -0.370584   0.0107982
          17    -0.43685   -0.374482   0.0108438
          18   -0.386077   -0.375126   0.0102605
          19   -0.387029   -0.375753  0.00973954
          20   -0.384362   -0.376183  0.00926208
