           1     1.87952     1.87952           0
           2     1.81657     1.84805   0.0222572
           3     1.77409      1.8234   0.0250069
           4     1.76499     1.80879   0.0226201
           5     1.76365     1.79976   0.0198161
           6     1.78693     1.79763   0.0166285
           7     1.80063     1.79805   0.0142585
           8     1.77446     1.79511   0.0127775
           9     1.81416     1.79722   0.0115319
          10     1.81462     1.79896    0.010509
          11     1.78328     1.79754  0.00964992
          12     1.83248     1.80045  0.00927468
          13     1.83179     1.80286  0.00886902
          14     1.84393     1.80579  0.00870727
          15     1.77852     1.80397  0.00831445
          16     1.77597     1.80222  0.00797683
          17     1.76646     1.80012  0.00778012
          18     1.78015     1.79901  0.00742657
          19     1.78995     1.79853  0.00705101
          20      1.8917     1.80319  0.00809228
