           1     1.25302     1.25302           0
           2     1.21105     1.23203   0.0148382
           3     1.18273      1.2156   0.0166713
           4     1.17666     1.20586   0.0150801
           5     1.17577     1.19984   0.0132107
           6     1.19129     1.19842   0.0110857
           7     1.20042      1.1987   0.0095057
           8     1.18298     1.19674  0.00851832
           9     1.20944     1.19815  0.00768791
          10     1.20974     1.19931  0.00700602
          11     1.18885     1.19836  0.00643328
          12     1.22165      1.2003  0.00618312
          13     1.22119     1.20191  0.00591268
          14     1.22929     1.20386  0.00580484
          15     1.18568     1.20265  0.00554296
          16     1.18398     1.20148  0.00531789
          17     1.17764     1.20008  0.00518675
          18     1.18677     1.19934  0.00495105
          19      1.1933     1.19902  0.00470067
          20     1.26113     1.20213  0.00539485
