           1    -5.49283    -5.49283           0
           2    -5.48116      -5.487  0.00412646
           3    -5.48684    -5.48694  0.00275132
           4    -5.49188    -5.48818  0.00232425
           5    -5.49059    -5.48866  0.00190893
           6    -5.48373    -5.48784  0.00175894
           7    -5.48486    -5.48741  0.00155847
           8    -5.47729    -5.48615  0.00180591
           9    -5.47812    -5.48526  0.00181225
          10    -5.48033    -5.48476  0.00169667
