           1     1.31724     1.31724           0
           2     1.31713     1.31718 3.87251e-05
           3     1.31711     1.31716  3.1871e-05
           4     1.31717     1.31716  2.4066e-05
           5     1.31716     1.31716 1.92599e-05
           6     1.31704     1.31714 2.40402e-05
           7     1.31713     1.31714 2.06573e-05
           8     1.31721     1.31715 1.97934e-05
           9     1.31716     1.31715 1.76389e-05
          10      1.3171     1.31715 1.67146e-05
          11     1.31696     1.31713  2.2304e-05
          12     1.31703     1.31712 2.18329e-05
          13     1.31711     1.31712 2.01592e-05
          14      1.3172     1.31713 1.94641e-05
          15     1.31724     1.31713 1.96514e-05
          16     1.31714     1.31713 1.84238e-05
          17     1.31715     1.31713 1.73684e-05
          18     1.31711     1.31713 1.64532e-05
          19     1.31701     1.31713  1.6857e-05
          20     1.31703     1.31712 1.66887e-05
