           1     1.03733     1.03733           0
           2     1.12106      1.0792   0.0296051
           3     1.11166     1.09002   0.0216244
           4     1.13185     1.10048   0.0185758
           5     1.14636     1.10965   0.0169768
           6     1.15549     1.11729   0.0157729
           7     1.16728     1.12443   0.0150497
           8     1.16244     1.12918    0.013898
           9       1.165     1.13316   0.0129111
          10      1.1415       1.134   0.0116469
          11     1.16072     1.13643   0.0108386
          12     1.16956     1.13919   0.0102811
          13     1.13196     1.13863  0.00950528
          14     1.13554     1.13841  0.00882889
          15     1.13355     1.13809  0.00824625
          16     1.16709      1.1399  0.00792753
          17     1.18949     1.14282  0.00797984
          18     1.18571      1.1452  0.00788425
          19     1.16463     1.14622   0.0075353
          20     1.16818     1.14732  0.00723808
