           1    0.537948    0.537948           0
           2    0.577017    0.557482   0.0138127
           3    0.524958    0.546641   0.0127731
           4    0.537549    0.544368  0.00978001
           5    0.613927     0.55828   0.0146986
           6    0.560748    0.558691   0.0122546
           7    0.542346    0.556356   0.0107241
           8    0.531578    0.553259  0.00982064
           9    0.591706    0.557531   0.0096138
          10    0.570925     0.55887  0.00874523
          11    0.580238    0.560813  0.00816311
          12    0.602857    0.564316  0.00820035
          13    0.577045    0.565296  0.00762779
          14    0.555727    0.564612   0.0071135
          15    0.544148    0.563248  0.00676883
          16     0.59636    0.565317  0.00665464
          17    0.552358    0.564555   0.0063067
          18    0.562611    0.564447  0.00595725
          19    0.555213    0.563961  0.00566351
          20    0.604908    0.566008  0.00573847
