           1     0.26321     0.26321           0
           2      0.2674    0.265305  0.00148143
           3     0.26533    0.265313 0.000987644
           4    0.264268    0.265052 0.000774516
           5    0.262724    0.264586 0.000746564
           6     0.26332    0.264375 0.000651288
           7    0.257558    0.263401  0.00106051
           8    0.261483    0.263162 0.000954673
           9    0.261453    0.262972 0.000867268
          10    0.259305    0.262605 0.000854559
          11    0.262632    0.262607 0.000776875
          12    0.269018    0.263142 0.000876795
          13    0.267016     0.26344 0.000858502
          14    0.263427    0.263439 0.000797181
          15     0.25948    0.263175 0.000786509
          16    0.261542    0.263073 0.000743944
          17    0.263394    0.263092 0.000700423
          18      0.2618     0.26302 0.000665175
          19    0.258602    0.262787 0.000669578
          20    0.256672    0.262482 0.000702453
