           1   -0.388281   -0.388281           0
           2    -0.38156   -0.384921  0.00237622
           3   -0.457108   -0.408983   0.0197105
           4   -0.379368   -0.401579   0.0161135
           5   -0.387185     -0.3987   0.0131454
           6   -0.411981   -0.400914   0.0111393
           7   -0.438433   -0.406274   0.0107605
           8    -0.46414   -0.413507   0.0115944
           9   -0.404614   -0.412519   0.0103482
          10   -0.409462   -0.412213  0.00931788
          11   -0.426292   -0.413493  0.00855825
          12   -0.431586   -0.415001  0.00797677
          13   -0.467579   -0.419045  0.00832561
          14   -0.414259   -0.418703  0.00773794
          15   -0.437609   -0.419964  0.00732401
          16   -0.398085   -0.418596  0.00699275
          17   -0.425401   -0.418997  0.00659286
          18      -0.371    -0.41633  0.00674429
          19     -0.4021   -0.415581  0.00643078
          20   -0.411296   -0.415367  0.00611281
