           1    -6.23596    -6.23596           0
           2    -6.23592    -6.23594  1.4194e-05
           3     -6.2356    -6.23583 9.31847e-05
           4    -6.23611     -6.2359 9.19436e-05
           5    -6.23567    -6.23585  8.3865e-05
           6    -6.23614     -6.2359 8.22267e-05
           7     -6.2362    -6.23594  8.0563e-05
           8    -6.23564    -6.23591 7.87874e-05
           9    -6.23645    -6.23597 9.03588e-05
          10    -6.23543    -6.23591 9.61142e-05
          11    -6.23544    -6.23587 9.64668e-05
          12    -6.23627     -6.2359 9.40046e-05
          13    -6.23586     -6.2359 8.68459e-05
          14    -6.23593     -6.2359 8.06698e-05
          15    -6.23539    -6.23587 8.23018e-05
          16    -6.23555    -6.23585 7.95691e-05
          17     -6.2358    -6.23584 7.49302e-05
          18    -6.23601    -6.23585 7.13607e-05
          19    -6.23615    -6.23587 6.92952e-05
          20    -6.23561    -6.23586 6.70776e-05
