           1   -0.318777   -0.318777           0
           2   -0.310702   -0.314739  0.00285504
           3   -0.315618   -0.315032  0.00191833
           4   -0.319093   -0.316047  0.00168606
           5   -0.316206   -0.316079  0.00134914
           6   -0.314821   -0.315869  0.00114048
           7    -0.31902    -0.31632  0.00106267
           8   -0.316302   -0.316317 0.000929839
           9   -0.316929   -0.316385 0.000829001
          10   -0.316516   -0.316398 0.000746204
          11   -0.317616   -0.316509 0.000686534
          12   -0.317877   -0.316623 0.000638716
          13   -0.317926   -0.316723 0.000597398
          14   -0.319337    -0.31691 0.000583163
          15   -0.319399   -0.317076 0.000567405
          16   -0.318064   -0.317138  0.00053529
          17   -0.315655    -0.31705 0.000510861
          18   -0.320606   -0.317248 0.000519261
          19   -0.311768    -0.31696 0.000566387
          20   -0.319846   -0.317104 0.000556147
